State,City,Population
Ohio,Auglaize County,45949
Ohio,Belmont County,70400
Ohio,Brown County,44846
Ohio,Butler County,368130
Ohio,Carroll County,28836
Ohio,Champaign County,40097
Ohio,Clark County,138333
Ohio,Clermont County,197363
Ohio,Clinton County,42040
Ohio,Columbiana County,107841
Ohio,Coshocton County,36901
Ohio,Crawford County,43784
Ohio,Cuyahoga County,1280122
Ohio,Darke County,52959
Ohio,Defiance County,39037
Ohio,Delaware County,174214
Ohio,Erie County,77079
Ohio,Fairfield County,146156
Ohio,Fayette County,29030
Ohio,Franklin County,1163414
Ohio,Fulton County,42698
Ohio,Gallia County,30934
Ohio,Geauga County,93389
Ohio,Greene County,161573
Ohio,Guernsey County,40087
Ohio,Hamilton County,802374
Ohio,Hancock County,74782
Ohio,Hardin County,32058
Ohio,Harrison County,15864
Ohio,Henry County,28215
Ohio,Highland County,43589
Ohio,Hocking County,29380
Ohio,Holmes County,42366
Ohio,Huron County,59626
Ohio,Jackson County,33225
Ohio,Jefferson County,69709
Ohio,Knox County,60921
Ohio,Lake County,230041
Ohio,Lawrence County,62450
Ohio,Licking County,166492
Ohio,Logan County,45858
Ohio,Lorain County,301356
Ohio,Lucas County,441815
Ohio,Madison County,43435
Ohio,Mahoning County,238823
Ohio,Marion County,66501
Ohio,Medina County,172332
Ohio,Meigs County,23770
Ohio,Mercer County,40814
Ohio,Miami County,102506
Ohio,Monroe County,14642
Ohio,Montgomery County,535153
Ohio,Morgan County,15054
Ohio,Morrow County,34827
Ohio,Muskingum County,86074
Ohio,Noble County,14645
Ohio,Ottawa County,41428
Ohio,Paulding County,19614
Ohio,Perry County,36058
Ohio,Pickaway County,55698
Ohio,Pike County,28709
Ohio,Portage County,161419
Ohio,Preble County,42270
Ohio,Putnam County,34499
Ohio,Richland County,124475
Ohio,Ross County,78064
Ohio,Sandusky County,60944
Ohio,Scioto County,79499
Ohio,Seneca County,56745
Ohio,Shelby County,49423
Ohio,Stark County,375586
Ohio,Summit County,541781
Ohio,Trumbull County,210312
Ohio,Tuscarawas County,92582
Ohio,Union County,52300
Ohio,Van Wert County,28744
Ohio,Vinton County,13435
Ohio,Warren County,212693
Ohio,Washington County,61778
Ohio,Wayne County,114520
Ohio,Williams County,37642
Ohio,Wood County,125488
Ohio,Wyandot County,22615
Oklahoma,Adair County,22683
Oklahoma,Alfalfa County,5642
Oklahoma,Atoka County,14182
Oklahoma,Beaver County,5636
Oklahoma,Beckham County,22119
Oklahoma,Blaine County,11943
Oklahoma,Bryan County,42416
Oklahoma,Caddo County,29600
Oklahoma,Canadian County,115541
Oklahoma,Carter County,47557
Oklahoma,Cherokee County,46987
Oklahoma,Choctaw County,15205
Oklahoma,Cimarron County,2475
Oklahoma,Cleveland County,255755
Oklahoma,Coal County,5925
Oklahoma,Comanche County,124098
Oklahoma,Cotton County,6193
Oklahoma,Craig County,15029
Oklahoma,Creek County,69967
Oklahoma,Custer County,27469
Oklahoma,Delaware County,41487
Oklahoma,Dewey County,4810
Oklahoma,Ellis County,4151
Oklahoma,Garfield County,60580
Oklahoma,Garvin County,27576
Oklahoma,Grady County,52431
Oklahoma,Grant County,4527
Oklahoma,Greer County,6239
Oklahoma,Harmon County,2922
Oklahoma,Harper County,3685
Oklahoma,Haskell County,12769
Oklahoma,Hughes County,14003
Oklahoma,Jackson County,26446
Oklahoma,Jefferson County,6472
Oklahoma,Johnston County,10957
Oklahoma,Kay County,46562
Oklahoma,Kingfisher County,15034
Oklahoma,Kiowa County,9446
Oklahoma,Latimer County,11154
Oklahoma,Le Flore County,50384
Oklahoma,Lincoln County,34273
Oklahoma,Logan County,41848
Oklahoma,Love County,9423
Oklahoma,McClain County,34506
Oklahoma,McCurtain County,33151
Oklahoma,McIntosh County,20252
Oklahoma,Major County,7527
Oklahoma,Marshall County,15840
Oklahoma,Mayes County,41259
Oklahoma,Murray County,13488
Oklahoma,Muskogee County,70990
Oklahoma,Noble County,11561
Oklahoma,Nowata County,10536
Oklahoma,Okfuskee County,12191
Oklahoma,Oklahoma County,718633
Oklahoma,Okmulgee County,40069
Oklahoma,Osage County,47472
Oklahoma,Ottawa County,31848
Oklahoma,Pawnee County,16577
Oklahoma,Payne County,77350
Oklahoma,Pittsburg County,45837
Oklahoma,Pontotoc County,37492
Oklahoma,Pottawatomie County,69442
Oklahoma,Pushmataha County,11572
Oklahoma,Roger Mills County,3647
Oklahoma,Rogers County,86905
Oklahoma,Seminole County,25482
Oklahoma,Sequoyah County,42391
Oklahoma,Stephens County,45048
Oklahoma,Texas County,20640
Oklahoma,Tillman County,7992
Oklahoma,Tulsa County,603403
Oklahoma,Wagoner County,73085
Oklahoma,Washington County,50976
Oklahoma,Washita County,11629
Oklahoma,Woods County,8878
Oklahoma,Woodward County,20081
Oregon,Baker County,16134
Oregon,Benton County,85579
Oregon,Clackamas County,375992
Oregon,Clatsop County,37039
Oregon,Columbia County,49351
Oregon,Coos County,63043
Oregon,Crook County,20978
Oregon,Curry County,22364
Oregon,Deschutes County,157733
Oregon,Douglas County,107667
Oregon,Gilliam County,1871
Oregon,Grant County,7445
Oregon,Harney County,7422
Oregon,Hood River County,22346
Oregon,Jackson County,203206
Oregon,Jefferson County,21720
Oregon,Josephine County,82713
Oregon,Klamath County,66380
Oregon,Lake County,7895
Oregon,Lane County,351715
Oregon,Lincoln County,46034
Oregon,Linn County,116672
Oregon,Malheur County,31313
Oregon,Marion County,315335
Oregon,Morrow County,11173
Oregon,Multnomah County,735334
Oregon,Polk County,75403
Oregon,Sherman County,1765
Oregon,Tillamook County,25250
Oregon,Umatilla County,75889
Oregon,Union County,25748
Oregon,Wallowa County,7008
Oregon,Wasco County,25213
Oregon,Washington County,529710
Oregon,Wheeler County,1441
Oregon,Yamhill County,99193
Pennsylvania,Adams County,101407
Pennsylvania,Allegheny County,1223348
Pennsylvania,Armstrong County,68941
Pennsylvania,Beaver County,170539
Pennsylvania,Bedford County,49762
Pennsylvania,Berks County,411442
Pennsylvania,Blair County,127089
Pennsylvania,Bradford County,62622
Pennsylvania,Bucks County,625249
Pennsylvania,Butler County,183862
Pennsylvania,Cambria County,143679
Pennsylvania,Cameron County,5085
Pennsylvania,Carbon County,65249
Pennsylvania,Centre County,153990
Pennsylvania,Chester County,498886
Pennsylvania,Clarion County,39988
Pennsylvania,Clearfield County,81642
Pennsylvania,Clinton County,39238
Pennsylvania,Columbia County,67295
Pennsylvania,Crawford County,88765
Pennsylvania,Cumberland County,235406
Pennsylvania,Dauphin County,268100
Pennsylvania,Delaware County,558979
Pennsylvania,Elk County,31946
Pennsylvania,Erie County,280566
Pennsylvania,Fayette County,136606
Pennsylvania,Forest County,7716
Pennsylvania,Franklin County,149618
Pennsylvania,Fulton County,14845
Pennsylvania,Greene County,38686
Pennsylvania,Huntingdon County,45913
Pennsylvania,Indiana County,88880
Pennsylvania,Jefferson County,45200
Pennsylvania,Juniata County,24636
Pennsylvania,Lackawanna County,214437
Pennsylvania,Lancaster County,519445
Pennsylvania,Lawrence County,91108
Pennsylvania,Lebanon County,133568
Pennsylvania,Lehigh County,349497
Pennsylvania,Luzerne County,320918
Pennsylvania,Lycoming County,116111
Pennsylvania,McKean County,43450
Pennsylvania,Mercer County,116638
Pennsylvania,Mifflin County,46682
Pennsylvania,Monroe County,169842
Pennsylvania,Montgomery County,799874
Pennsylvania,Montour County,18267
Pennsylvania,Northampton County,297735
Pennsylvania,Northumberland County,94528
Pennsylvania,Perry County,45969
Pennsylvania,Philadelphia County,1526006
Pennsylvania,Pike County,57369
Pennsylvania,Potter County,17457
Pennsylvania,Schuylkill County,148289
Pennsylvania,Snyder County,39702
Pennsylvania,Somerset County,77742
Pennsylvania,Sullivan County,6428
Pennsylvania,Susquehanna County,43356
Pennsylvania,Tioga County,41981
Pennsylvania,Union County,44947
Pennsylvania,Venango County,54984
Pennsylvania,Warren County,41815
Pennsylvania,Washington County,207820
Pennsylvania,Wayne County,52822
Pennsylvania,Westmoreland County,365169
Pennsylvania,Wyoming County,28276
Pennsylvania,York County,434972
Rhode Island,Bristol County,49875
Rhode Island,Kent County,166158
Rhode Island,Newport County,82888
Rhode Island,Providence County,626667
Rhode Island,Washington County,126979
South Carolina,Abbeville County,25417
South Carolina,Aiken County,160099
South Carolina,Allendale County,10419
South Carolina,Anderson County,187126
South Carolina,Bamberg County,15987
South Carolina,Barnwell County,22621
South Carolina,Beaufort County,162233
South Carolina,Berkeley County,177843
South Carolina,Calhoun County,15175
South Carolina,Charleston County,350209
South Carolina,Cherokee County,55342
South Carolina,Chester County,33140
South Carolina,Chesterfield County,46734
South Carolina,Clarendon County,34971
South Carolina,Colleton County,38892
South Carolina,Darlington County,68681
South Carolina,Dillon County,32062
South Carolina,Dorchester County,136555
South Carolina,Edgefield County,26985
South Carolina,Fairfield County,23956
South Carolina,Florence County,136885
South Carolina,Georgetown County,60158
South Carolina,Greenville County,451225
South Carolina,Greenwood County,69661
South Carolina,Hampton County,21090
South Carolina,Horry County,269291
South Carolina,Jasper County,24777
South Carolina,Kershaw County,61697
South Carolina,Lancaster County,76652
South Carolina,Laurens County,66537
South Carolina,Lee County,19220
South Carolina,Lexington County,262391
South Carolina,McCormick County,10233
South Carolina,Marion County,33062
South Carolina,Marlboro County,28933
South Carolina,Newberry County,37508
South Carolina,Oconee County,74273
South Carolina,Orangeburg County,92501
South Carolina,Pickens County,119224
South Carolina,Richland County,384504
South Carolina,Saluda County,19875
South Carolina,Spartanburg County,284307
South Carolina,Sumter County,107456
South Carolina,Union County,28961
South Carolina,Williamsburg County,34423
South Carolina,York County,226073
South Dakota,Aurora County,2710
South Dakota,Beadle County,17398
South Dakota,Bennett County,3431
South Dakota,Bon Homme County,7070
South Dakota,Brookings County,31965
South Dakota,Brown County,36531
South Dakota,Brule County,5255
South Dakota,Buffalo County,1912
South Dakota,Butte County,10110
South Dakota,Campbell County,1466
South Dakota,Charles Mix County,9129
South Dakota,Clark County,3691
South Dakota,Clay County,13864
South Dakota,Codington County,27227
South Dakota,Corson County,4050
South Dakota,Custer County,8216
South Dakota,Davison County,19504
South Dakota,Day County,5710
South Dakota,Deuel County,4364
South Dakota,Dewey County,5301
South Dakota,Douglas County,3002
South Dakota,Edmunds County,4071
South Dakota,Fall River County,7094
South Dakota,Faulk County,2364
South Dakota,Grant County,7356
South Dakota,Gregory County,4271
South Dakota,Haakon County,1937
South Dakota,Hamlin County,5903
South Dakota,Hand County,3431
South Dakota,Hanson County,3331
South Dakota,Harding County,1255
South Dakota,Hughes County,17022
South Dakota,Hutchinson County,7343
South Dakota,Hyde County,1420
South Dakota,Jackson County,3031
South Dakota,Jerauld County,2071
South Dakota,Jones County,1006
South Dakota,Kingsbury County,5148
South Dakota,Lake County,11200
South Dakota,Lawrence County,24097
South Dakota,Lincoln County,44828
South Dakota,Lyman County,3755
South Dakota,McCook County,5618
South Dakota,McPherson County,2459
South Dakota,Marshall County,4656
South Dakota,Meade County,25434
South Dakota,Mellette County,2048
South Dakota,Miner County,2389
South Dakota,Minnehaha County,169468
South Dakota,Moody County,6486
South Dakota,Oglala Lakota County,13586
South Dakota,Pennington County,100948
South Dakota,Perkins County,2982
South Dakota,Potter County,2329
South Dakota,Roberts County,10149
South Dakota,Sanborn County,2355
South Dakota,Spink County,6415
South Dakota,Stanley County,2966
South Dakota,Sully County,1373
South Dakota,Todd County,9612
South Dakota,Tripp County,5644
South Dakota,Turner County,8347
South Dakota,Union County,14399
South Dakota,Walworth County,5438
South Dakota,Yankton County,22438
South Dakota,Ziebach County,2801
Tennessee,Anderson County,75129
Tennessee,Bedford County,45058
Tennessee,Benton County,16489
Tennessee,Bledsoe County,12876
Tennessee,Blount County,123010
Tennessee,Bradley County,98963
Tennessee,Campbell County,40716
Tennessee,Cannon County,13801
Tennessee,Carroll County,28522
Tennessee,Carter County,57424
Tennessee,Cheatham County,39105
Tennessee,Chester County,17131
Tennessee,Claiborne County,32213
Tennessee,Clay County,7861
Tennessee,Cocke County,35662
Tennessee,Coffee County,52796
Tennessee,Crockett County,14586
Tennessee,Cumberland County,56053
Tennessee,Davidson County,626681
Tennessee,Decatur County,11757
Tennessee,DeKalb County,18723
Tennessee,Dickson County,49666
Tennessee,Dyer County,38335
Tennessee,Fayette County,38413
Tennessee,Fentress County,17959
Tennessee,Franklin County,41052
Tennessee,Gibson County,49683
Tennessee,Giles County,29485
Tennessee,Grainger County,22657
Tennessee,Greene County,68831
Tennessee,Grundy County,13703
Tennessee,Hamblen County,62544
Tennessee,Hamilton County,336463
Tennessee,Hancock County,6819
Tennessee,Hardeman County,27253
Tennessee,Hardin County,26026
Tennessee,Hawkins County,56833
Tennessee,Haywood County,18787
Tennessee,Henderson County,27769
Tennessee,Henry County,32330
Tennessee,Hickman County,24690
Tennessee,Houston County,8426
Tennessee,Humphreys County,18538
Tennessee,Jackson County,11638
Tennessee,Jefferson County,51407
Tennessee,Johnson County,18244
Tennessee,Knox County,432226
Tennessee,Lake County,7832
Tennessee,Lauderdale County,27815
Tennessee,Lawrence County,41869
Tennessee,Lewis County,12161
Tennessee,Lincoln County,33361
Tennessee,Loudon County,48556
Tennessee,McMinn County,52266
Tennessee,McNairy County,26075
Tennessee,Macon County,22248
Tennessee,Madison County,98294
Tennessee,Marion County,28237
Tennessee,Marshall County,30617
Tennessee,Maury County,80956
Tennessee,Meigs County,11753
Tennessee,Monroe County,44519
Tennessee,Montgomery County,172331
Tennessee,Moore County,6362
Tennessee,Morgan County,21987
Tennessee,Obion County,31807
Tennessee,Overton County,22083
Tennessee,Perry County,7915
Tennessee,Pickett County,5077
Tennessee,Polk County,16825
Tennessee,Putnam County,72321
Tennessee,Rhea County,31809
Tennessee,Roane County,54181
Tennessee,Robertson County,66283
Tennessee,Rutherford County,262604
Tennessee,Scott County,22228
Tennessee,Sequatchie County,14112
Tennessee,Sevier County,89889
Tennessee,Shelby County,927644
Tennessee,Smith County,19166
Tennessee,Stewart County,13324
Tennessee,Sullivan County,156823
Tennessee,Sumner County,160645
Tennessee,Tipton County,61081
Tennessee,Trousdale County,7870
Tennessee,Unicoi County,18313
Tennessee,Union County,19109
Tennessee,Van Buren County,5548
Tennessee,Warren County,39839
Tennessee,Washington County,122979
Tennessee,Wayne County,17021
Tennessee,Weakley County,35021
Tennessee,White County,25841
Tennessee,Williamson County,183182
Tennessee,Wilson County,113993
Texas,Anderson County,58458
Texas,Andrews County,14786
Texas,Angelina County,86771
Texas,Aransas County,23158
Texas,Archer County,9054
Texas,Armstrong County,1901
Texas,Atascosa County,44911
Texas,Austin County,28417
Texas,Bailey County,7165
Texas,Bandera County,20485
Texas,Bastrop County,74171
Texas,Baylor County,3726
Texas,Bee County,31861
Texas,Bell County,310235
Texas,Bexar County,1714773
Texas,Blanco County,10497
Texas,Borden County,641
Texas,Bosque County,18212
Texas,Bowie County,92565
Texas,Brazoria County,313166
Texas,Brazos County,194851
Texas,Brewster County,9232
Texas,Briscoe County,1637
Texas,Brooks County,7223
Texas,Brown County,38106
Texas,Burleson County,17187
Texas,Burnet County,42750
Texas,Caldwell County,38066
Texas,Calhoun County,21381
Texas,Callahan County,13544
Texas,Cameron County,406220
Texas,Camp County,12401
Texas,Carson County,6182
Texas,Cass County,30464
Texas,Castro County,8062
Texas,Chambers County,35096
Texas,Cherokee County,50845
Texas,Childress County,7041
Texas,Clay County,10752
Texas,Cochran County,3127
Texas,Coke County,3320
Texas,Coleman County,8895
Texas,Collin County,782341
Texas,Collingsworth County,3057
Texas,Colorado County,20874
Texas,Comal County,108472
Texas,Comanche County,13974
Texas,Concho County,4087
Texas,Cooke County,38437
Texas,Coryell County,75388
Texas,Cottle County,1505
Texas,Crane County,4375
Texas,Crockett County,3719
Texas,Crosby County,6059
Texas,Culberson County,2398
Texas,Dallam County,6703
Texas,Dallas County,2368139
Texas,Dawson County,13833
Texas,Deaf Smith County,19372
Texas,Delta County,5231
Texas,Denton County,662614
Texas,DeWitt County,20097
Texas,Dickens County,2444
Texas,Dimmit County,9996
Texas,Donley County,3677
Texas,Duval County,11782
Texas,Eastland County,18583
Texas,Ector County,137130
Texas,Edwards County,2002
Texas,Ellis County,149610
Texas,El Paso County,800647
Texas,Erath County,37890
Texas,Falls County,17866
Texas,Fannin County,33915
Texas,Fayette County,24554
Texas,Fisher County,3974
Texas,Floyd County,6446
Texas,Foard County,1336
Texas,Fort Bend County,585375
Texas,Franklin County,10605
Texas,Freestone County,19816
Texas,Frio County,17217
Texas,Gaines County,17526
Texas,Galveston County,291309
Texas,Garza County,6461
Texas,Gillespie County,24837
Texas,Glasscock County,1226
Texas,Goliad County,7210
Texas,Gonzales County,19807
Texas,Gray County,22535
Texas,Grayson County,120877
Texas,Gregg County,121730
Texas,Grimes County,26604
Texas,Guadalupe County,131533
Texas,Hale County,36273
Texas,Hall County,3353
Texas,Hamilton County,8517
Texas,Hansford County,5613
Texas,Hardeman County,4139
Texas,Hardin County,54635
Texas,Harris County,4092459
Texas,Harrison County,65631
Texas,Hartley County,6062
Texas,Haskell County,5899
Texas,Hays County,157107
Texas,Hemphill County,3807
Texas,Henderson County,78532
Texas,Hidalgo County,774769
Texas,Hill County,35089
Texas,Hockley County,22935
Texas,Hood County,51182
Texas,Hopkins County,35161
Texas,Houston County,23732
Texas,Howard County,35012
Texas,Hudspeth County,3476
Texas,Hunt County,86129
Texas,Hutchinson County,22150
Texas,Irion County,1599
Texas,Jack County,9044
Texas,Jackson County,14075
Texas,Jasper County,35710
Texas,Jeff Davis County,2342
Texas,Jefferson County,252273
Texas,Jim Hogg County,5300
Texas,Jim Wells County,40838
Texas,Johnson County,150934
Texas,Jones County,20202
Texas,Karnes County,14824
Texas,Kaufman County,103350
Texas,Kendall County,33410
Texas,Kenedy County,416
Texas,Kent County,808
Texas,Kerr County,49625
Texas,Kimble County,4607
Texas,King County,286
Texas,Kinney County,3598
Texas,Kleberg County,32061
Texas,Knox County,3719
Texas,Lamar County,49793
Texas,Lamb County,13977
Texas,Lampasas County,19677
Texas,La Salle County,6886
Texas,Lavaca County,19263
Texas,Lee County,16612
Texas,Leon County,16801
Texas,Liberty County,75643
Texas,Limestone County,23384
Texas,Lipscomb County,3302
Texas,Live Oak County,11531
Texas,Llano County,19301
Texas,Loving County,82
Texas,Lubbock County,278831
Texas,Lynn County,5915
Texas,McCulloch County,8283
Texas,McLennan County,234906
Texas,McMullen County,707
Texas,Madison County,13664
Texas,Marion County,10546
Texas,Martin County,4799
Texas,Mason County,4012
Texas,Matagorda County,36702
Texas,Maverick County,54258
Texas,Medina County,46006
Texas,Menard County,2242
Texas,Midland County,136872
Texas,Milam County,24757
Texas,Mills County,4936
Texas,Mitchell County,9403
Texas,Montague County,19719
Texas,Montgomery County,455746
Texas,Moore County,21904
Texas,Morris County,12934
Texas,Motley County,1210
Texas,Nacogdoches County,64524
Texas,Navarro County,47735
Texas,Newton County,14445
Texas,Nolan County,15216
Texas,Nueces County,340223
Texas,Ochiltree County,10223
Texas,Oldham County,2052
Texas,Orange County,81837
Texas,Palo Pinto County,28111
Texas,Panola County,23796
Texas,Parker County,116927
Texas,Parmer County,10269
Texas,Pecos County,15507
Texas,Polk County,45413
Texas,Potter County,121073
Texas,Presidio County,7818
Texas,Rains County,10914
Texas,Randall County,120725
Texas,Reagan County,3367
Texas,Real County,3309
Texas,Red River County,12860
Texas,Reeves County,13783
Texas,Refugio County,7383
Texas,Roberts County,929
Texas,Robertson County,16622
Texas,Rockwall County,78337
Texas,Runnels County,10501
Texas,Rusk County,53330
Texas,Sabine County,10834
Texas,San Augustine County,8865
Texas,San Jacinto County,26384
Texas,San Patricio County,64804
Texas,San Saba County,6131
Texas,Schleicher County,3461
Texas,Scurry County,16921
Texas,Shackelford County,3378
Texas,Shelby County,25448
Texas,Sherman County,3034
Texas,Smith County,209714
Texas,Somervell County,8490
Texas,Starr County,60968
Texas,Stephens County,9630
Texas,Sterling County,1143
Texas,Stonewall County,1490
Texas,Sutton County,4128
Texas,Swisher County,7854
Texas,Tarrant County,1809034
Texas,Taylor County,131506
Texas,Terrell County,984
Texas,Terry County,12651
Texas,Throckmorton County,1641
Texas,Titus County,32334
Texas,Tom Green County,110224
Texas,Travis County,1024266
Texas,Trinity County,14585
Texas,Tyler County,21766
Texas,Upshur County,39309
Texas,Upton County,3355
Texas,Uvalde County,26405
Texas,Val Verde County,48879
Texas,Van Zandt County,52579
Texas,Victoria County,86793
Texas,Walker County,67861
Texas,Waller County,43205
Texas,Ward County,10658
Texas,Washington County,33718
Texas,Webb County,250304
Texas,Wharton County,41280
Texas,Wheeler County,5410
Texas,Wichita County,131500
Texas,Wilbarger County,13535
Texas,Willacy County,22134
Texas,Williamson County,422679
Texas,Wilson County,42918
Texas,Winkler County,7110
Texas,Wise County,59127
Texas,Wood County,41964
Texas,Yoakum County,7879
Texas,Young County,18550
Texas,Zapata County,14018
Texas,Zavala County,11677
Utah,Beaver County,6629
Utah,Box Elder County,49975
Utah,Cache County,112656
Utah,Carbon County,21403
Utah,Daggett County,1059
Utah,Davis County,306479
Utah,Duchesne County,18607
Utah,Emery County,10976
Utah,Garfield County,5172
Utah,Grand County,9225
Utah,Iron County,46163
Utah,Juab County,10246
Utah,Kane County,7125
Utah,Millard County,12503
Utah,Morgan County,9469
Utah,Piute County,1556
Utah,Rich County,2264
Utah,Salt Lake County,1029655
Utah,San Juan County,14746
Utah,Sanpete County,27822
Utah,Sevier County,20802
Utah,Summit County,36324
Utah,Tooele County,58218
Utah,Uintah County,32588
Utah,Utah County,516564
Utah,Wasatch County,23530
Utah,Washington County,138115
Utah,Wayne County,2778
Utah,Weber County,231236
Vermont,Addison County,36821
Vermont,Bennington County,37125
Vermont,Caledonia County,31227
Vermont,Chittenden County,156545
Vermont,Essex County,6306
Vermont,Franklin County,47746
Vermont,Grand Isle County,6970
Vermont,Lamoille County,24475
Vermont,Orange County,28936
Vermont,Orleans County,27231
Vermont,Rutland County,61642
Vermont,Washington County,59534
Vermont,Windham County,44513
Vermont,Windsor County,56670
Virginia,Accomack County,33164
Virginia,Albemarle County,98970
Virginia,Alleghany County,16250
Virginia,Amelia County,12690
Virginia,Amherst County,32353
Virginia,Appomattox County,14973
Virginia,Arlington County,207627
Virginia,Augusta County,73750
Virginia,Bath County,4731
Virginia,Bedford County,68676
Virginia,Bland County,6824
Virginia,Botetourt County,33148
Virginia,Brunswick County,17434
Virginia,Buchanan County,24098
Virginia,Buckingham County,17146
Virginia,Campbell County,54842
Virginia,Caroline County,28545
Virginia,Carroll County,30042
Virginia,Charles City County,7256
Virginia,Charlotte County,12586
Virginia,Chesterfield County,316236
Virginia,Clarke County,14034
Virginia,Craig County,5190
Virginia,Culpeper County,46689
Virginia,Cumberland County,10052
Virginia,Dickenson County,15903
Virginia,Dinwiddie County,28001
Virginia,Essex County,11151
Virginia,Fairfax County,1081726
Virginia,Fauquier County,65203
Virginia,Floyd County,15279
Virginia,Fluvanna County,25691
Virginia,Franklin County,56159
Virginia,Frederick County,78305
Virginia,Giles County,17286
Virginia,Gloucester County,36858
Virginia,Goochland County,21717
Virginia,Grayson County,15533
Virginia,Greene County,18403
Virginia,Greensville County,12243
Virginia,Halifax County,36241
Virginia,Hanover County,99863
Virginia,Henrico County,306935
Virginia,Henry County,54151
Virginia,Highland County,2321
Virginia,Isle of Wight County,35270
Virginia,James City County,67009
Virginia,King and Queen County,6945
Virginia,King George County,23584
Virginia,King William County,15935
Virginia,Lancaster County,11391
Virginia,Lee County,25587
Virginia,Loudoun County,312311
Virginia,Louisa County,33153
Virginia,Lunenburg County,12914
Virginia,Madison County,13308
Virginia,Mathews County,8978
Virginia,Mecklenburg County,32727
Virginia,Middlesex County,10959
Virginia,Montgomery County,94392
Virginia,Nelson County,15020
Virginia,New Kent County,18429
Virginia,Northampton County,12389
Virginia,Northumberland County,12330
Virginia,Nottoway County,15853
Virginia,Orange County,33481
Virginia,Page County,24042
Virginia,Patrick County,18490
Virginia,Pittsylvania County,63506
Virginia,Powhatan County,28046
Virginia,Prince Edward County,23368
Virginia,Prince George County,35725
Virginia,Prince William County,402002
Virginia,Pulaski County,34872
Virginia,Rappahannock County,7373
Virginia,Richmond County,9254
Virginia,Roanoke County,92376
Virginia,Rockbridge County,22307
Virginia,Rockingham County,76314
Virginia,Russell County,28897
Virginia,Scott County,23177
Virginia,Shenandoah County,41993
Virginia,Smyth County,32208
Virginia,Southampton County,18570
Virginia,Spotsylvania County,122397
Virginia,Stafford County,128961
Virginia,Surry County,7058
Virginia,Sussex County,12087
Virginia,Tazewell County,45078
Virginia,Warren County,37575
Virginia,Washington County,54876
Virginia,Westmoreland County,17454
Virginia,Wise County,41452
Virginia,Wythe County,29235
Virginia,York County,65464
Virginia,Alexandria city,139966
Virginia,Bristol city,17835
Virginia,Buena Vista city,6650
Virginia,Charlottesville city,43475
Virginia,Chesapeake city,222209
Virginia,Colonial Heights city,17411
Virginia,Covington city,5961
Virginia,Danville city,43055
Virginia,Emporia city,5927
Virginia,Fairfax city,22565
Virginia,Falls Church city,12332
Virginia,Franklin city,8582
Virginia,Fredericksburg city,24286
Virginia,Galax city,7042
Virginia,Hampton city,137436
Virginia,Harrisonburg city,48914
Virginia,Hopewell city,22591
Virginia,Lexington city,7042
Virginia,Lynchburg city,75568
Virginia,Manassas city,37821
Virginia,Manassas Park city,14273
Virginia,Martinsville city,13821
Virginia,Newport News city,180719
Virginia,Norfolk city,242803
Virginia,Norton city,3958
Virginia,Petersburg city,32420
Virginia,Poquoson city,12150
Virginia,Portsmouth city,95535
Virginia,Radford city,16408
Virginia,Richmond city,204214
Virginia,Roanoke city,97032
Virginia,Salem city,24802
Virginia,Staunton city,23746
Virginia,Suffolk city,84585
Virginia,Virginia Beach city,437994
Virginia,Waynesboro city,21006
Virginia,Williamsburg city,14068
Virginia,Winchester city,26203
Washington,Adams County,18728
Washington,Asotin County,21623
Washington,Benton County,175177
Washington,Chelan County,72453
Washington,Clallam County,71404
Washington,Clark County,425363
Washington,Columbia County,4078
Washington,Cowlitz County,102410
Washington,Douglas County,38431
Washington,Ferry County,7551
Washington,Franklin County,78163
Washington,Garfield County,2266
Washington,Grant County,89120
Washington,Grays Harbor County,72797
Washington,Island County,78506
Washington,Jefferson County,29872
Washington,King County,1931249
Washington,Kitsap County,251133
Washington,Kittitas County,40915
Washington,Klickitat County,20318
Washington,Lewis County,75455
Washington,Lincoln County,10570
Washington,Mason County,60699
Washington,Okanogan County,41120
Washington,Pacific County,20920
Washington,Pend Oreille County,13001
Washington,Pierce County,795225
Washington,San Juan County,15769
Washington,Skagit County,116901
Washington,Skamania County,11066
Washington,Snohomish County,713335
Washington,Spokane County,471221
Washington,Stevens County,43531
Washington,Thurston County,252264
Washington,Wahkiakum County,3978
Washington,Walla Walla County,58781
Washington,Whatcom County,201140
Washington,Whitman County,44776
Washington,Yakima County,243231
West Virginia,Barbour County,16589
West Virginia,Berkeley County,104169
West Virginia,Boone County,24629
West Virginia,Braxton County,14523
West Virginia,Brooke County,24069
West Virginia,Cabell County,96319
West Virginia,Calhoun County,7627
West Virginia,Clay County,9386
West Virginia,Doddridge County,8202
West Virginia,Fayette County,46039
West Virginia,Gilmer County,8693
West Virginia,Grant County,11937
West Virginia,Greenbrier County,35480
West Virginia,Hampshire County,23964
West Virginia,Hancock County,30676
West Virginia,Hardy County,14025
West Virginia,Harrison County,69099
West Virginia,Jackson County,29211
West Virginia,Jefferson County,53498
West Virginia,Kanawha County,193063
West Virginia,Lewis County,16372
West Virginia,Lincoln County,21720
West Virginia,Logan County,36743
West Virginia,McDowell County,22113
West Virginia,Marion County,56418
West Virginia,Marshall County,33107
West Virginia,Mason County,27324
West Virginia,Mercer County,62264
West Virginia,Mineral County,28212
West Virginia,Mingo County,26839
